yyyy,mm,tmax degC,tmin degC,af days,rain mm,sun hours,station,lat,lon
1916,12,5.4,0.4,15.0,61.1,,armagh,54.352,-6.649
1917,1,4.4,0.6,10.0,42.0,,armagh,54.352,-6.649
1917,2,6.5,-0.1,16.0,65.1,,armagh,54.352,-6.649
1917,3,8.0,1.4,9.0,69.1,,armagh,54.352,-6.649
1917,4,9.8,1.0,13.0,67.1,,armagh,54.352,-6.649
1917,5,15.7,7.0,0.0,76.1,,armagh,54.352,-6.649
1917,6,17.5,8.5,0.0,77.9,,armagh,54.352,-6.649
1917,7,20.1,10.7,0.0,63.4,,armagh,54.352,-6.649
1917,8,19.0,11.1,0.0,116.3,,armagh,54.352,-6.649
1917,9,17.1,9.6,0.0,48.3,,armagh,54.352,-6.649
1917,10,10.6,3.7,3.0,107.0,,armagh,54.352,-6.649
1917,11,10.9,5.6,2.0,97.8,,armagh,54.352,-6.649
1917,12,6.4,0.8,12.0,49.3,,armagh,54.352,-6.649
1918,1,6.6,1.4,14.0,72.1,,armagh,54.352,-6.649
1918,2,9.3,4.8,2.0,95.5,,armagh,54.352,-6.649
1918,3,10.2,2.4,6.0,33.1,,armagh,54.352,-6.649
1918,4,11.6,2.6,4.0,28.2,,armagh,54.352,-6.649
1918,5,16.4,7.2,0.0,58.7,,armagh,54.352,-6.649
1918,6,18.0,8.6,0.0,25.7,,armagh,54.352,-6.649
1918,7,19.0,9.9,0.0,82.8,,armagh,54.352,-6.649
1918,8,19.2,11.6,0.0,64.7,,armagh,54.352,-6.649
1918,9,13.8,6.6,0.0,138.4,,armagh,54.352,-6.649
1918,10,11.9,5.2,1.0,98.5,,armagh,54.352,-6.649
1918,11,9.4,2.6,5.0,105.5,,armagh,54.352,-6.649
1918,12,9.3,4.1,4.0,90.2,,armagh,54.352,-6.649
1919,1,5.9,1.4,7.0,104.6,,armagh,54.352,-6.649
1919,2,5.9,0.5,10.0,23.7,,armagh,54.352,-6.649
1919,3,7.5,-0.9,19.0,61.8,,armagh,54.352,-6.649
1919,4,12.3,3.5,5.0,30.9,,armagh,54.352,-6.649
1919,5,17.1,7.9,0.0,45.6,,armagh,54.352,-6.649
1919,6,17.2,8.4,0.0,52.0,,armagh,54.352,-6.649
1919,7,18.8,9.1,0.0,16.0,,armagh,54.352,-6.649
1919,8,19.7,10.4,0.0,82.3,,armagh,54.352,-6.649
1919,9,16.3,7.6,0.0,80.4,,armagh,54.352,-6.649
1919,10,12.5,5.1,1.0,37.9,,armagh,54.352,-6.649
1919,11,6.4,-0.4,15.0,48.9,,armagh,54.352,-6.649
1919,12,8.0,2.3,3.0,155.8,,armagh,54.352,-6.649
1920,1,7.9,1.9,7.0,104.5,,armagh,54.352,-6.649
1920,2,9.5,3.5,3.0,64.1,,armagh,54.352,-6.649
1920,3,10.1,2.8,3.0,82.9,,armagh,54.352,-6.649
1920,4,10.9,3.6,3.0,76.6,,armagh,54.352,-6.649
1920,5,14.8,6.8,0.0,74.5,,armagh,54.352,-6.649
1920,6,17.8,9.5,0.0,63.1,,armagh,54.352,-6.649
1920,7,17.4,9.4,0.0,80.8,,armagh,54.352,-6.649
1920,8,17.4,9.2,0.0,51.1,,armagh,54.352,-6.649
1920,9,16.6,8.9,0.0,60.0,,armagh,54.352,-6.649
1920,10,13.9,7.0,1.0,138.5,,armagh,54.352,-6.649
1920,11,11.1,5.4,2.0,70.3,,armagh,54.352,-6.649
1920,12,6.8,1.2,14.0,78.9,,armagh,54.352,-6.649
1921,1,9.9,4.4,2.0,110.6,,armagh,54.352,-6.649
1921,2,8.6,3.2,4.0,25.4,,armagh,54.352,-6.649
1921,3,10.0,3.0,4.0,62.7,,armagh,54.352,-6.649
1921,4,12.9,3.2,3.0,25.4,,armagh,54.352,-6.649
1921,5,14.7,5.5,1.0,53.8,,armagh,54.352,-6.649
1921,6,19.4,9.1,0.0,7.7,,armagh,54.352,-6.649
1921,7,22.0,12.2,0.0,92.4,,armagh,54.352,-6.649
1921,8,17.3,10.1,0.0,92.1,,armagh,54.352,-6.649
1921,9,17.0,9.3,0.0,33.0,,armagh,54.352,-6.649
1921,10,15.3,8.7,0.0,72.7,,armagh,54.352,-6.649
1921,11,9.8,4.2,3.0,72.3,,armagh,54.352,-6.649
1921,12,9.6,4.7,2.0,84.8,,armagh,54.352,-6.649
1922,1,7.2,1.9,6.0,84.2,,armagh,54.352,-6.649
1922,2,8.3,2.6,1.0,69.7,,armagh,54.352,-6.649
1922,3,9.0,1.3,9.0,35.7,,armagh,54.352,-6.649
1922,4,9.7,0.2,13.0,79.7,,armagh,54.352,-6.649
1922,5,16.1,7.3,0.0,46.4,,armagh,54.352,-6.649
1922,6,16.8,8.4,0.0,55.2,,armagh,54.352,-6.649
1922,7,16.6,8.8,0.0,87.8,,armagh,54.352,-6.649
1922,8,16.0,9.4,0.0,98.3,,armagh,54.352,-6.649
1922,9,15.0,7.9,0.0,70.1,,armagh,54.352,-6.649
1922,10,11.8,5.0,5.0,33.0,,armagh,54.352,-6.649
1922,11,9.6,4.5,4.0,31.1,,armagh,54.352,-6.649
1922,12,7.6,3.1,3.0,75.3,,armagh,54.352,-6.649
1923,1,8.9,3.6,2.0,65.3,,armagh,54.352,-6.649
1923,2,8.9,3.4,1.0,143.0,,armagh,54.352,-6.649
1923,3,10.3,3.4,1.0,37.8,,armagh,54.352,-6.649
1923,4,10.4,3.4,2.0,83.6,,armagh,54.352,-6.649
1923,5,12.5,4.2,0.0,36.2,,armagh,54.352,-6.649
1923,6,16.5,8.8,0.0,27.9,,armagh,54.352,-6.649
1923,7,19.6,11.9,0.0,50.7,,armagh,54.352,-6.649
1923,8,17.5,10.2,0.0,122.6,,armagh,54.352,-6.649
1923,9,15.1,7.9,0.0,89.7,,armagh,54.352,-6.649
1923,10,12.5,6.0,0.0,89.9,,armagh,54.352,-6.649
1923,11,6.4,0.4,14.0,96.6,,armagh,54.352,-6.649
1923,12,7.4,2.4,6.0,76.9,,armagh,54.352,-6.649
1924,1,7.9,3.0,4.0,83.9,,armagh,54.352,-6.649
1924,2,7.4,1.8,7.0,29.4,,armagh,54.352,-6.649
1924,3,8.2,0.9,10.0,29.4,,armagh,54.352,-6.649
1924,4,10.9,2.0,11.0,65.7,,armagh,54.352,-6.649
1924,5,14.5,6.3,0.0,104.1,,armagh,54.352,-6.649
1924,6,16.9,9.5,0.0,61.2,,armagh,54.352,-6.649
1924,7,17.5,10.6,0.0,120.3,,armagh,54.352,-6.649
1924,8,17.1,10.3,0.0,113.7,,armagh,54.352,-6.649
1924,9,15.1,8.3,0.0,132.1,,armagh,54.352,-6.649
1924,10,12.7,5.5,0.0,71.1,,armagh,54.352,-6.649
1924,11,10.3,4.8,3.0,67.1,,armagh,54.352,-6.649
1924,12,9.6,4.3,0.0,101.5,,armagh,54.352,-6.649
1925,1,8.2,3.3,1.0,57.3,,armagh,54.352,-6.649
1925,2,7.3,1.2,5.0,92.3,,armagh,54.352,-6.649
1925,3,9.1,2.0,8.0,31.2,,armagh,54.352,-6.649
1925,4,11.1,2.4,5.0,72.4,,armagh,54.352,-6.649
1925,5,13.4,6.2,0.0,117.3,,armagh,54.352,-6.649
1925,6,18.8,9.2,0.0,28.1,,armagh,54.352,-6.649
1925,7,19.2,11.6,0.0,96.9,,armagh,54.352,-6.649
1925,8,19.0,10.4,0.0,43.6,,armagh,54.352,-6.649
1925,9,15.0,7.7,0.0,67.0,,armagh,54.352,-6.649
1925,10,13.5,6.9,0.0,63.2,,armagh,54.352,-6.649
1925,11,7.6,1.2,12.0,41.3,,armagh,54.352,-6.649
1925,12,6.3,0.7,12.0,64.3,,armagh,54.352,-6.649
1926,1,8.2,2.6,6.0,125.0,,armagh,54.352,-6.649
1926,2,9.2,3.9,3.0,57.0,,armagh,54.352,-6.649
1926,3,9.4,2.9,6.0,37.4,,armagh,54.352,-6.649
1926,4,13.4,5.2,0.0,46.9,,armagh,54.352,-6.649
1926,5,13.8,5.2,1.0,71.8,,armagh,54.352,-6.649
1926,6,17.2,8.6,0.0,68.8,,armagh,54.352,-6.649
1926,7,20.4,11.7,0.0,81.2,,armagh,54.352,-6.649
1926,8,19.4,10.8,0.0,83.0,,armagh,54.352,-6.649
1926,9,17.2,9.3,0.0,47.3,,armagh,54.352,-6.649
1926,10,11.8,4.1,10.0,75.8,,armagh,54.352,-6.649
1926,11,8.6,2.4,4.0,79.8,,armagh,54.352,-6.649
1926,12,7.0,2.2,7.0,30.7,,armagh,54.352,-6.649
1927,1,7.6,2.1,6.0,87.3,,armagh,54.352,-6.649
1927,2,8.9,2.1,7.0,36.6,,armagh,54.352,-6.649
1927,3,10.2,3.4,4.0,60.2,,armagh,54.352,-6.649
1927,4,11.5,3.6,3.0,35.8,,armagh,54.352,-6.649
1927,5,15.4,5.6,0.0,41.0,,armagh,54.352,-6.649
1927,6,15.2,6.5,0.0,77.8,,armagh,54.352,-6.649
1927,7,18.9,11.2,0.0,67.5,,armagh,54.352,-6.649
1927,8,18.6,11.1,0.0,115.5,,armagh,54.352,-6.649
1927,9,15.0,7.8,0.0,136.1,,armagh,54.352,-6.649
1927,10,14.0,6.5,1.0,58.9,,armagh,54.352,-6.649
1927,11,9.3,3.0,7.0,88.6,,armagh,54.352,-6.649
1927,12,5.6,1.3,10.0,47.4,,armagh,54.352,-6.649
1928,1,8.5,1.9,4.0,125.5,,armagh,54.352,-6.649
1928,2,9.1,3.1,0.0,101.7,,armagh,54.352,-6.649
1928,3,8.3,2.8,5.0,82.8,,armagh,54.352,-6.649
1928,4,11.8,3.6,4.0,47.9,,armagh,54.352,-6.649
1928,5,15.4,6.4,0.0,21.8,,armagh,54.352,-6.649
1928,6,15.9,7.9,0.0,110.3,,armagh,54.352,-6.649
1928,7,18.2,10.7,0.0,43.1,,armagh,54.352,-6.649
1928,8,18.2,9.9,0.0,174.8,,armagh,54.352,-6.649
1928,9,15.9,7.6,0.0,55.7,,armagh,54.352,-6.649
1928,10,13.0,7.0,0.0,122.3,,armagh,54.352,-6.649
1928,11,10.2,3.6,5.0,109.8,,armagh,54.352,-6.649
1928,12,7.6,2.0,3.0,64.0,,armagh,54.352,-6.649
1929,1,5.5,0.5,13.0,33.2,27.4,armagh,54.352,-6.649
1929,2,5.7,1.7,10.0,57.8,37.1,armagh,54.352,-6.649
1929,3,12.6,0.9,14.0,32.5,170.4,armagh,54.352,-6.649
1929,4,10.9,2.4,3.0,23.6,144.4,armagh,54.352,-6.649
1929,5,15.4,5.8,0.0,71.5,192.5,armagh,54.352,-6.649
1929,6,17.2,7.9,0.0,47.9,183.8,armagh,54.352,-6.649
1929,7,19.3,10.4,0.0,65.5,130.0,armagh,54.352,-6.649
1929,8,17.5,10.6,0.0,141.8,84.8,armagh,54.352,-6.649
1929,9,17.9,9.9,0.0,38.1,134.6,armagh,54.352,-6.649
1929,10,12.2,5.5,2.0,140.9,115.9,armagh,54.352,-6.649
1929,11,9.6,3.2,5.0,90.6,49.8,armagh,54.352,-6.649
1929,12,7.8,2.1,4.0,153.9,56.0,armagh,54.352,-6.649
1930,1,7.3,1.3,8.0,104.5,44.0,armagh,54.352,-6.649
1930,2,4.8,-1.1,18.0,22.5,71.9,armagh,54.352,-6.649
1930,3,8.7,1.6,10.0,56.6,83.8,armagh,54.352,-6.649
1930,4,11.8,4.0,2.0,40.2,153.1,armagh,54.352,-6.649
1930,5,15.1,6.3,0.0,41.4,154.8,armagh,54.352,-6.649
1930,6,19.1,8.9,0.0,39.7,237.6,armagh,54.352,-6.649
1930,7,18.1,11.0,0.0,85.2,95.2,armagh,54.352,-6.649
1930,8,17.5,10.6,0.0,150.7,106.6,armagh,54.352,-6.649
1930,9,16.4,8.9,0.0,76.8,118.7,armagh,54.352,-6.649
1930,10,12.6,6.7,0.0,138.1,70.9,armagh,54.352,-6.649
1930,11,9.1,2.5,7.0,80.4,65.3,armagh,54.352,-6.649
1930,12,7.5,2.6,4.0,66.9,30.2,armagh,54.352,-6.649
1931,1,6.4,1.0,11.0,71.0,58.6,armagh,54.352,-6.649
1931,2,7.6,1.1,7.0,69.0,53.3,armagh,54.352,-6.649
1931,3,8.1,1.5,8.0,35.5,116.8,armagh,54.352,-6.649
1931,4,11.6,3.8,1.0,87.8,116.0,armagh,54.352,-6.649
1931,5,14.6,6.6,0.0,94.2,156.4,armagh,54.352,-6.649
1931,6,17.2,9.8,0.0,131.2,123.3,armagh,54.352,-6.649
1931,7,17.8,11.3,0.0,148.5,81.1,armagh,54.352,-6.649
1931,8,17.8,9.8,0.0,52.8,158.9,armagh,54.352,-6.649
1931,9,15.4,7.9,0.0,51.5,93.2,armagh,54.352,-6.649
1931,10,12.8,4.9,5.0,53.6,108.3,armagh,54.352,-6.649
1931,11,10.2,4.3,2.0,120.4,62.3,armagh,54.352,-6.649
1931,12,8.8,4.7,2.0,64.9,19.1,armagh,54.352,-6.649
1932,1,9.8,4.2,3.0,78.0,37.6,armagh,54.352,-6.649
1932,2,7.7,1.0,11.0,3.3,73.7,armagh,54.352,-6.649
1932,3,9.6,1.3,10.0,47.6,115.8,armagh,54.352,-6.649
1932,4,10.8,2.0,4.0,63.4,155.5,armagh,54.352,-6.649
1932,5,14.2,6.2,0.0,70.4,152.8,armagh,54.352,-6.649
1932,6,19.6,9.1,0.0,21.9,198.1,armagh,54.352,-6.649
1932,7,18.9,11.5,0.0,134.7,113.1,armagh,54.352,-6.649
1932,8,18.8,11.0,0.0,66.2,104.7,armagh,54.352,-6.649
1932,9,15.5,7.8,1.0,80.1,105.6,armagh,54.352,-6.649
1932,10,12.0,4.7,1.0,72.8,107.2,armagh,54.352,-6.649
1932,11,9.4,3.7,3.0,53.1,72.8,armagh,54.352,-6.649
1932,12,8.4,3.4,3.0,125.9,46.6,armagh,54.352,-6.649
1933,1,6.1,0.4,13.0,56.2,73.0,armagh,54.352,-6.649
1933,2,7.4,1.2,12.0,73.4,57.0,armagh,54.352,-6.649
1933,3,11.0,3.5,1.0,51.8,124.3,armagh,54.352,-6.649
1933,4,13.2,5.2,3.0,22.2,121.3,armagh,54.352,-6.649
1933,5,15.4,6.8,0.0,65.7,122.4,armagh,54.352,-6.649
1933,6,19.0,10.1,0.0,55.9,167.3,armagh,54.352,-6.649
1933,7,20.8,12.5,0.0,70.1,158.4,armagh,54.352,-6.649
1933,8,20.2,11.5,0.0,39.7,148.8,armagh,54.352,-6.649
1933,9,18.5,9.4,0.0,4.2,152.2,armagh,54.352,-6.649
1933,10,13.2,6.7,0.0,52.1,65.5,armagh,54.352,-6.649
1933,11,8.6,2.6,4.0,24.4,67.3,armagh,54.352,-6.649
1933,12,6.5,1.7,10.0,42.3,31.9,armagh,54.352,-6.649
1934,1,8.5,2.9,3.0,74.5,49.6,armagh,54.352,-6.649
1934,2,8.4,2.4,6.0,7.0,64.8,armagh,54.352,-6.649
1934,3,8.6,1.2,8.0,46.0,114.2,armagh,54.352,-6.649
1934,4,10.6,2.7,4.0,66.9,113.3,armagh,54.352,-6.649
1934,5,14.9,6.5,0.0,74.9,164.0,armagh,54.352,-6.649
1934,6,19.2,9.8,0.0,36.9,192.5,armagh,54.352,-6.649
1934,7,22.2,12.2,0.0,64.6,207.8,armagh,54.352,-6.649
1934,8,17.6,10.1,0.0,141.0,114.0,armagh,54.352,-6.649
1934,9,16.6,9.1,0.0,119.3,129.6,armagh,54.352,-6.649
1934,10,12.3,6.3,1.0,117.5,70.2,armagh,54.352,-6.649
1934,11,8.8,3.5,6.0,18.2,41.2,armagh,54.352,-6.649
1934,12,10.0,6.0,0.0,120.5,28.7,armagh,54.352,-6.649
1935,1,7.8,3.1,4.0,37.4,33.2,armagh,54.352,-6.649
1935,2,8.8,2.5,7.0,85.4,76.6,armagh,54.352,-6.649
1935,3,10.2,3.5,2.0,33.2,92.7,armagh,54.352,-6.649
1935,4,12.1,3.8,0.0,56.2,162.1,armagh,54.352,-6.649
1935,5,15.8,5.3,1.0,22.2,251.6,armagh,54.352,-6.649
1935,6,17.6,9.7,0.0,104.6,151.2,armagh,54.352,-6.649
1935,7,20.2,10.4,0.0,30.5,193.2,armagh,54.352,-6.649
1935,8,19.5,10.7,0.0,73.7,135.2,armagh,54.352,-6.649
1935,9,16.0,8.6,0.0,98.6,110.1,armagh,54.352,-6.649
1935,10,12.6,5.8,1.0,88.6,81.0,armagh,54.352,-6.649
1935,11,8.6,2.7,4.0,99.3,81.3,armagh,54.352,-6.649
1935,12,5.4,0.4,12.0,60.6,49.2,armagh,54.352,-6.649
1936,1,5.3,0.5,15.0,85.2,33.7,armagh,54.352,-6.649
1936,2,6.6,0.8,10.0,46.4,74.4,armagh,54.352,-6.649
1936,3,10.1,4.0,3.0,43.4,72.9,armagh,54.352,-6.649
1936,4,11.0,1.9,12.0,15.6,169.6,armagh,54.352,-6.649
1936,5,15.5,6.3,0.0,41.0,174.4,armagh,54.352,-6.649
1936,6,18.6,9.2,0.0,111.0,189.0,armagh,54.352,-6.649
1936,7,18.1,11.1,0.0,152.6,99.0,armagh,54.352,-6.649
1936,8,19.9,11.5,0.0,46.3,152.7,armagh,54.352,-6.649
1936,9,17.1,9.8,0.0,111.5,106.9,armagh,54.352,-6.649
1936,10,13.4,5.9,2.0,73.0,92.1,armagh,54.352,-6.649
1936,11,8.1,2.0,8.0,90.4,49.1,armagh,54.352,-6.649
1936,12,8.3,2.8,2.0,81.3,39.2,armagh,54.352,-6.649
1937,1,7.9,2.5,5.0,116.8,45.1,armagh,54.352,-6.649
1937,2,7.9,1.8,5.0,86.2,69.1,armagh,54.352,-6.649
1937,3,7.0,-0.1,17.0,58.2,107.0,armagh,54.352,-6.649
1937,4,12.5,5.8,0.0,57.5,49.1,armagh,54.352,-6.649
1937,5,16.6,7.1,0.0,27.6,197.7,armagh,54.352,-6.649
1937,6,17.5,9.2,0.0,54.4,111.8,armagh,54.352,-6.649
1937,7,19.0,10.9,0.0,83.1,93.2,armagh,54.352,-6.649
1937,8,20.3,11.4,0.0,74.8,139.0,armagh,54.352,-6.649
1937,9,16.4,8.5,0.0,60.0,106.6,armagh,54.352,-6.649
1937,10,12.4,5.0,3.0,68.8,71.7,armagh,54.352,-6.649
1937,11,9.3,3.7,4.0,32.7,49.5,armagh,54.352,-6.649
1937,12,5.7,0.6,11.0,56.6,35.2,armagh,54.352,-6.649
1938,1,8.3,2.5,3.0,98.2,25.9,armagh,54.352,-6.649
1938,2,8.5,2.5,4.0,31.0,58.8,armagh,54.352,-6.649
1938,3,12.7,6.2,1.0,25.6,87.6,armagh,54.352,-6.649
1938,4,13.6,2.4,5.0,2.3,195.9,armagh,54.352,-6.649
1938,5,14.3,5.8,1.0,97.8,140.6,armagh,54.352,-6.649
1938,6,17.1,8.9,0.0,91.5,129.3,armagh,54.352,-6.649
1938,7,17.9,10.4,0.0,121.8,96.4,armagh,54.352,-6.649
1938,8,19.2,10.2,0.0,65.6,144.2,armagh,54.352,-6.649
1938,9,17.2,9.8,0.0,55.5,91.1,armagh,54.352,-6.649
1938,10,13.3,6.8,0.0,139.3,88.3,armagh,54.352,-6.649
1938,11,11.0,6.1,0.0,103.2,54.9,armagh,54.352,-6.649
1938,12,7.2,1.2,9.0,84.8,43.1,armagh,54.352,-6.649
1939,1,6.0,0.4,14.0,76.7,58.3,armagh,54.352,-6.649
1939,2,9.2,3.7,1.0,51.9,41.0,armagh,54.352,-6.649
1939,3,10.1,3.0,2.0,77.4,99.2,armagh,54.352,-6.649
1939,4,12.6,4.1,3.0,61.0,148.5,armagh,54.352,-6.649
1939,5,16.1,6.5,0.0,30.6,170.1,armagh,54.352,-6.649
1939,6,19.3,8.2,0.0,49.7,233.0,armagh,54.352,-6.649
1939,7,18.5,10.8,0.0,113.2,95.8,armagh,54.352,-6.649
1939,8,19.8,10.9,0.0,41.3,146.5,armagh,54.352,-6.649
1939,9,16.9,9.0,0.0,45.8,86.1,armagh,54.352,-6.649
1939,10,12.3,4.4,6.0,92.6,116.3,armagh,54.352,-6.649
1939,11,11.1,5.3,0.0,125.9,51.5,armagh,54.352,-6.649
1939,12,6.2,1.4,9.0,60.4,30.0,armagh,54.352,-6.649
1940,1,4.3,-1.2,17.0,77.4,56.4,armagh,54.352,-6.649
1940,2,7.3,2.2,5.0,71.7,38.8,armagh,54.352,-6.649
1940,3,10.3,2.7,7.0,99.0,94.3,armagh,54.352,-6.649
1940,4,12.7,5.1,2.0,75.2,108.1,armagh,54.352,-6.649
1940,5,16.6,7.0,0.0,23.8,168.3,armagh,54.352,-6.649
1940,6,21.4,10.0,0.0,40.8,256.0,armagh,54.352,-6.649
1940,7,18.1,9.6,0.0,134.7,121.7,armagh,54.352,-6.649
1940,8,19.7,10.7,0.0,13.8,115.6,armagh,54.352,-6.649
1940,9,16.4,7.7,0.0,66.5,108.0,armagh,54.352,-6.649
1940,10,12.4,6.6,1.0,109.0,59.1,armagh,54.352,-6.649
1940,11,9.9,3.4,3.0,71.9,71.5,armagh,54.352,-6.649
1940,12,7.1,1.2,8.0,91.6,26.3,armagh,54.352,-6.649
1941,1,3.4,-1.5,17.0,41.8,42.8,armagh,54.352,-6.649
1941,2,7.3,-0.2,15.0,75.1,89.9,armagh,54.352,-6.649
1941,3,9.3,4.1,0.0,89.4,112.6,armagh,54.352,-6.649
1941,4,9.7,4.1,2.0,42.1,113.5,armagh,54.352,-6.649
1941,5,14.6,4.6,2.0,60.7,166.9,armagh,54.352,-6.649
1941,6,18.8,9.6,0.0,15.7,139.3,armagh,54.352,-6.649
1941,7,19.2,11.2,0.0,73.6,105.6,armagh,54.352,-6.649
1941,8,18.5,10.0,0.0,101.7,141.1,armagh,54.352,-6.649
1941,9,19.0,10.8,0.0,26.0,107.4,armagh,54.352,-6.649
1941,10,14.4,6.8,2.0,91.3,97.3,armagh,54.352,-6.649
1941,11,9.9,3.6,2.0,94.7,61.5,armagh,54.352,-6.649
1941,12,8.8,3.8,3.0,39.3,29.1,armagh,54.352,-6.649
1942,1,6.8,1.4,9.0,123.7,59.8,armagh,54.352,-6.649
1942,2,6.0,-0.2,13.0,30.2,65.6,armagh,54.352,-6.649
1942,3,9.7,2.8,7.0,75.0,80.2,armagh,54.352,-6.649
1942,4,13.3,4.5,0.0,57.6,203.5,armagh,54.352,-6.649
1942,5,15.5,6.1,0.0,81.0,212.0,armagh,54.352,-6.649
1942,6,18.9,9.0,0.0,4.6,174.0,armagh,54.352,-6.649
1942,7,18.9,10.5,0.0,113.4,141.0,armagh,54.352,-6.649
1942,8,18.6,11.4,0.0,108.0,83.8,armagh,54.352,-6.649
1942,9,16.0,9.2,1.0,105.8,114.2,armagh,54.352,-6.649
1942,10,12.6,6.0,1.0,56.4,80.5,armagh,54.352,-6.649
1942,11,9.3,2.0,7.0,13.4,68.5,armagh,54.352,-6.649
1942,12,9.9,4.4,2.0,98.0,28.4,armagh,54.352,-6.649
1943,1,8.1,3.2,4.0,99.4,62.8,armagh,54.352,-6.649
1943,2,10.0,3.9,0.0,46.4,78.8,armagh,54.352,-6.649
1943,3,10.6,3.8,1.0,29.7,114.7,armagh,54.352,-6.649
1943,4,14.0,6.1,0.0,35.3,119.7,armagh,54.352,-6.649
1943,5,15.7,5.8,1.0,85.6,217.3,armagh,54.352,-6.649
1943,6,18.6,9.4,0.0,76.5,188.0,armagh,54.352,-6.649
1943,7,20.4,10.7,0.0,66.2,196.5,armagh,54.352,-6.649
1943,8,18.0,10.7,0.0,100.9,109.7,armagh,54.352,-6.649
1943,9,16.0,8.7,0.0,52.0,97.2,armagh,54.352,-6.649
1943,10,13.9,7.2,0.0,70.5,92.9,armagh,54.352,-6.649
1943,11,9.7,3.4,4.0,57.3,54.4,armagh,54.352,-6.649
1943,12,7.4,2.6,3.0,56.3,22.9,armagh,54.352,-6.649
1944,1,9.2,4.3,1.0,54.7,30.9,armagh,54.352,-6.649
1944,2,8.1,1.2,6.0,24.0,83.8,armagh,54.352,-6.649
1944,3,10.8,1.6,10.0,20.3,114.3,armagh,54.352,-6.649
1944,4,14.6,6.1,1.0,50.4,123.6,armagh,54.352,-6.649
1944,5,15.8,6.6,0.0,41.6,148.4,armagh,54.352,-6.649
1944,6,17.2,8.5,0.0,99.0,99.7,armagh,54.352,-6.649
1944,7,19.1,12.1,0.0,66.3,84.5,armagh,54.352,-6.649
1944,8,20.3,11.2,0.0,102.0,151.0,armagh,54.352,-6.649
1944,9,15.9,7.9,0.0,105.4,111.7,armagh,54.352,-6.649
1944,10,12.3,5.5,0.0,111.0,84.8,armagh,54.352,-6.649
1944,11,9.1,3.0,5.0,120.2,46.3,armagh,54.352,-6.649
1944,12,7.4,2.1,3.0,103.6,28.6,armagh,54.352,-6.649
1945,1,4.2,-1.9,18.0,52.3,42.9,armagh,54.352,-6.649
1945,2,10.7,4.6,2.0,67.9,58.8,armagh,54.352,-6.649
1945,3,12.3,5.5,1.0,33.3,88.2,armagh,54.352,-6.649
1945,4,14.3,5.5,1.0,39.5,166.8,armagh,54.352,-6.649
1945,5,16.0,6.5,2.0,89.2,145.0,armagh,54.352,-6.649
1945,6,17.7,9.7,0.0,106.2,134.4,armagh,54.352,-6.649
1945,7,19.7,11.6,0.0,88.6,120.8,armagh,54.352,-6.649
1945,8,20.3,10.9,0.0,42.2,143.6,armagh,54.352,-6.649
1945,9,18.0,10.1,0.0,63.3,96.4,armagh,54.352,-6.649
1945,10,14.8,7.8,0.0,84.9,78.9,armagh,54.352,-6.649
1945,11,10.6,4.7,4.0,12.0,42.0,armagh,54.352,-6.649
1945,12,9.3,4.0,2.0,63.2,,armagh,54.352,-6.649
1946,1,7.0,1.3,6.0,107.8,,armagh,54.352,-6.649
1946,2,8.9,3.3,6.0,54.8,,armagh,54.352,-6.649
1946,3,10.4,2.3,5.0,27.5,,armagh,54.352,-6.649
1946,4,14.0,4.0,2.0,21.6,,armagh,54.352,-6.649
1946,5,15.3,4.8,1.0,22.6,,armagh,54.352,-6.649
1946,6,17.2,8.6,0.0,78.3,,armagh,54.352,-6.649
1946,7,18.8,10.6,0.0,79.7,,armagh,54.352,-6.649
1946,8,17.5,9.4,0.0,120.0,,armagh,54.352,-6.649
1946,9,16.3,9.8,0.0,149.3,,armagh,54.352,-6.649
1946,10,12.3,7.2,0.0,30.5,,armagh,54.352,-6.649
1946,11,10.2,4.4,3.0,113.8,,armagh,54.352,-6.649
1946,12,6.9,0.8,9.0,97.3,,armagh,54.352,-6.649
1947,1,6.2,0.9,8.0,56.3,40.9,armagh,54.352,-6.649
1947,2,2.1,-2.1,23.0,26.6,46.1,armagh,54.352,-6.649
1947,3,6.7,0.0,12.0,114.7,78.1,armagh,54.352,-6.649
1947,4,12.2,4.0,3.0,91.4,121.6,armagh,54.352,-6.649
1947,5,16.0,7.7,0.0,76.5,181.9,armagh,54.352,-6.649
1947,6,18.1,10.1,0.0,95.0,143.9,armagh,54.352,-6.649
1947,7,18.8,10.7,0.0,82.4,,armagh,54.352,-6.649
1947,8,23.2,11.7,0.0,14.2,,armagh,54.352,-6.649
1947,9,17.5,9.3,0.0,68.2,101.5,armagh,54.352,-6.649
1947,10,14.6,7.7,0.0,49.2,92.4,armagh,54.352,-6.649
1947,11,10.3,3.9,8.0,101.6,79.7,armagh,54.352,-6.649
1947,12,7.1,3.2,5.0,80.8,21.2,armagh,54.352,-6.649
1948,1,6.6,1.3,8.0,170.8,40.1,armagh,54.352,-6.649
1948,2,7.9,2.2,6.0,46.2,56.0,armagh,54.352,-6.649
1948,3,13.2,4.3,1.0,66.0,122.6,armagh,54.352,-6.649
1948,4,13.7,4.5,1.0,63.5,172.0,armagh,54.352,-6.649
1948,5,16.3,5.0,2.0,58.2,222.3,armagh,54.352,-6.649
1948,6,16.8,8.8,0.0,110.1,126.4,armagh,54.352,-6.649
